"행정구역별(시군구)","연령별",2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"행정구역별(시군구)","연령별",1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자
"광주광역시","50~54",14432,8431,6001,14868,8933,5935,16576,10066,6510,17476,10529,6947,17776,10753,7023
"광주광역시","55~59",15298,7572,7726,15300,7752,7548,16216,8393,7823,16923,8895,8028,17994,9562,8432
"광주광역시","60~64",14295,6292,8003,15680,7020,8660,18100,8112,9988,18906,8401,10505,20071,9017,11054
"광주광역시","65~69",10476,3865,6611,11841,4435,7406,13592,5274,8318,14909,5882,9027,17035,6914,10121
"광주광역시","70~74",9497,2685,6812,10222,2928,7294,11272,3322,7950,11853,3614,8239,12498,3979,8519
"광주광역시","75~79",8809,1847,6962,9110,1989,7121,9397,2153,7244,9679,2279,7400,10590,2571,8019
"광주광역시","80~84",6273,1140,5133,6657,1247,5410,7496,1401,6095,8702,1635,7067,9305,1789,7516
"광주광역시","85세 이상",3852,683,3169,4394,779,3615,5138,919,4219,5827,1047,4780,6621,1207,5414
"대전광역시","합계",205165,104803,100362,228842,116257,112585,240932,123276,117656,249006,127218,121788,257934,131826,126108
"대전광역시","20세 미만",4913,2456,2457,7850,3804,4046,4726,2472,2254,3891,2087,1804,4059,2134,1925
"대전광역시","20~24",27957,13304,14653,35082,16480,18602,33596,15859,17737,31332,14738,16594,32554,15655,16899
"대전광역시","25~29",28985,17264,11721,32800,19139,13661,36499,21005,15494,38444,21923,16521,39698,22430,17268
"대전광역시","30~34",19615,12786,6829,21864,14274,7590,24422,15910,8512,26840,17192,9648,28467,17936,10531
"대전광역시","35~39",15021,9546,5475,15705,10008,5697,16425,10505,5920,16396,10586,5810,16461,10742,5719
"대전광역시","40~44",12324,7718,4606,12747,7989,4758,14094,8879,5215,14754,9279,5475,15074,9445,5629
"대전광역시","45~49",13873,8493,5380,14219,8728,5491,14288,8827,5461,14452,8879,5573,13971,8632,5339
"대전광역시","50~54",13886,7904,5982,14613,8413,6200,16149,9363,6786,17001,9965,7036,17164,10062,7102
"대전광역시","55~59",15383,7778,7605,15647,7979,7668,15950,8320,7630,16108,8469,7639,16699,8853,7846
"대전광역시","60~64",15485,6793,8692,16701,7373,9328,18517,8268,10249,19411,8725,10686,19677,9062,10615
"대전광역시","65~69",10949,4064,6885,12595,4730,7865,14707,5711,8996,16085,6354,9731,17420,7073,10347
"대전광역시","70~74",8828,2738,6090,9846,3081,6765,10731,3446,7285,11670,3854,7816,12132,4085,8047
"대전광역시","75~79",8160,1901,6259,8534,2008,6526,8800,2165,6635,8960,2224,6736,9657,2586,7071
"대전광역시","80~84",6047,1299,4748,6339,1360,4979,6960,1503,5457,7960,1785,6175,8432,1829,6603
"대전광역시","85세 이상",3739,759,2980,4300,891,3409,5068,1043,4025,5702,1158,4544,6469,1302,5167
"울산광역시","합계",116015,64303,51712,122848,68070,54778,133061,73677,59384,137096,75797,61299,141595,78502,63093
"울산광역시","20세 미만",931,490,441,611,361,250,409,228,181,328,160,168,342,175,167
"울산광역시","20~24",5526,3128,2398,5468,3018,2450,5494,2982,2512,5123,2750,2373,5054,2811,2243
"울산광역시","25~29",10831,7339,3492,12167,8019,4148,14239,9218,5021,14171,9230,4941,14148,9265,4883
"울산광역시","30~34",10060,7464,2596,10970,7992,2978,12378,8952,3426,13177,9397,3780,13944,9940,4004
"울산광역시","35~39",10012,7305,2707,9900,7273,2627,10146,7431,2715,9757,7162,2595,9404,6975,2429
"울산광역시","40~44",8883,6231,2652,9416,6643,2773,10115,7239,2876,10476,7533,2943,10721,7706,3015
"울산광역시","45~49",10753,7009,3744,10769,7119,3650,10697,7157,3540,10508,7056,3452,10358,7025,3333
"울산광역시","50~54",10771,6561,4210,11342,7044,4298,12150,7544,4606,12556,7892,4664,12802,8105,4697
"울산광역시","55~59",11822,6234,5588,12058,6485,5573,12308,6792,5516,12509,7044,5465,12923,7364,5559
"울산광역시","60~64",11674,5291,6383,12760,5937,6823,14149,6647,7502,14525,6911,7614,14912,7249,7663
"울산광역시","65~69",8190,3153,5037,9453,3655,5798,11072,4355,6717,12042,4806,7236,13187,5435,7752
"울산광역시","70~74",6097,1953,4144,6818,2225,4593,7646,2531,5115,8458,2889,5569,8952,3096,5856
"울산광역시","75~79",5173,1225,3948,5296,1250,4046,5640,1362,4278,5881,1503,4378,6444,1734,4710
"울산광역시","80~84",3346,604,2742,3670,699,2971,4077,795,3282,4685,959,3726,5150,1054,4096
"울산광역시","85세 이상",1946,316,1630,2150,350,1800,2541,444,2097,2900,505,2395,3254,568,2686
"세종특별자치시","합계",39078,20572,18506,43577,22724,20853,45706,23696,22010,50561,26446,24115,51655,26690,24965
"세종특별자치시","20세 미만",796,384,412,1330,669,661,673,336,337,813,401,412,753,364,389
"세종특별자치시","20~24",5479,2635,2844,6881,3297,3584,5031,2294,2737,5999,2958,3041,6211,2931,3280
"세종특별자치시","25~29",6073,3521,2552,6623,3688,2935,7282,3915,3367,7960,4358,3602,7768,4142,3626
"세종특별자치시","30~34",4864,3120,1744,5478,3489,1989,6546,4043,2503,7446,4539,2907,7596,4536,3060
"세종특별자치시","35~39",3734,2323,1411,3855,2426,1429,4251,2636,1615,4625,2901,1724,4606,2966,1640
"세종특별자치시","40~44",2889,1765,1124,3072,1841,1231,3556,2140,1416,3956,2413,1543,4043,2444,1599
"세종특별자치시","45~49",2936,1669,1267,3017,1745,1272,3243,1882,1361,3376,1907,1469,3402,1930,1472
"세종특별자치시","50~54",2623,1480,1143,2825,1574,1251,3309,1865,1444,3517,1957,1560,3549,1947,1602
"세종특별자치시","55~59",2429,1269,1160,2535,1317,1218,2680,1400,1280,2842,1470,1372,3029,1563,1466
"세종특별자치시","60~64",2148,957,1191,2321,1033,1288,2763,1242,1521,2908,1337,1571,3007,1445,1562
"세종특별자치시","65~69",1449,555,894,1686,655,1031,2065,831,1234,2323,941,1382,2594,1047,1547
"세종특별자치시","70~74",1141,356,785,1274,400,874,1410,465,945,1597,541,1056,1704,576,1128
"세종특별자치시","75~79",1089,263,826,1117,287,830,1132,283,849,1208,308,900,1271,345,926
"세종특별자치시","80~84",834,166,668,891,169,722,989,200,789,1141,238,903,1167,247,920
"세종특별자치시","85세 이상",594,109,485,672,134,538,776,164,612,850,177,673,955,207,748
"경기도","합계",1290893,696194,594699,1406010,758076,647934,1543100,835849,707251,1634147,882118,752029,1714629,926041,788588
"경기도","20세 미만",7590,3448,4142,8910,3885,5025,7055,3211,3844,8828,4165,4663,6341,2942,3399
"경기도","20~24",62973,29061,33912,71125,32036,39089,75866,34974,40892,79028,37116,41912,74070,34459,39611
"경기도","25~29",143503,88075,55428,165901,99420,66481,189191,112289,76902,194790,114092,80698,193786,112177,81609
"경기도","30~34",130162,89331,40831,147266,100520,46746,172403,116585,55818,190217,127060,63157,202773,133870,68903
"경기도","35~39",119825,81269,38556,124823,84639,40184,132097,89772,42325,133772,91070,42702,135039,92024,43015
"경기도","40~44",102842,67735,35107,109713,72288,37425,120607,79787,40820,127857,84823,43034,133400,88911,44489
"경기도","45~49",117392,75035,42357,119770,77270,42500,121881,78836,43045,122445,78838,43607,122051,78748,43303
"경기도","50~54",111353,67889,43464,118136,72926,45210,129783,80230,49553,137570,84796,52774,144030,89007,55023
