"행정구역별(시군구)","성별","연령",2023,2023,2023,2023,2023,2023,2023,2023
"행정구역별(시군구)","성별","연령",1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대 주택,주택_비주거용 건물 내 주택,주택 이외의 거처_계
"서울특별시","계","55~59",88560,78719,35867,23622,1586,15181,2463,9841
"서울특별시","계","60~64",106711,97691,42632,32236,2190,17992,2641,9020
"서울특별시","계","65~69",104700,97896,39217,36882,2359,17218,2220,6804
"서울특별시","계","70~74",77112,73477,26754,30218,1996,13245,1264,3635
"서울특별시","계","75~79",64818,62447,21555,27120,1782,11035,955,2371
"서울특별시","계","80~84",51315,49798,17354,21947,1349,8469,679,1517
"서울특별시","계","85세 이상",36403,35293,11858,17172,836,5020,407,1110
"서울특별시","남자","합계",760084,620948,295066,148649,10867,138229,28137,139136
"서울특별시","남자","20세 미만",4966,4338,3056,411,40,481,350,628
"서울특별시","남자","20~24",47317,39014,25464,3834,417,6189,3110,8303
"서울특별시","남자","25~29",129889,99490,53059,14317,1319,24339,6456,30399
"서울특별시","남자","30~34",130881,99853,41912,21986,1675,29968,4312,31028
"서울특별시","남자","35~39",76295,60067,22124,17279,1177,17196,2291,16228
"서울특별시","남자","40~44",60636,49320,19155,14526,986,12725,1928,11316
"서울특별시","남자","45~49",49170,40515,17145,11701,841,9220,1608,8655
"서울특별시","남자","50~54",56124,46748,22359,12354,893,9244,1898,9376
"서울특별시","남자","55~59",49124,41843,22509,9822,690,7071,1751,7281
"서울특별시","남자","60~64",51605,44967,24466,10984,816,6931,1770,6638
"서울특별시","남자","65~69",42435,37675,19403,10557,710,5707,1298,4760
"서울특별시","남자","70~74",25664,23382,10844,7616,474,3809,639,2282
"서울특별시","남자","75~79",17197,15961,6811,5849,380,2564,357,1236
"서울특별시","남자","80~84",11495,10829,4431,4145,277,1731,245,666
"서울특별시","남자","85세 이상",7286,6946,2328,3268,172,1054,124,340
"서울특별시","여자","합계",867396,722178,268323,243084,15468,172887,22416,145218
"서울특별시","여자","20세 미만",7542,6224,4305,653,54,684,528,1318
"서울특별시","여자","20~24",85223,63777,36255,9343,878,12528,4773,21446
"서울특별시","여자","25~29",153537,106658,45625,22349,1619,31361,5704,46879
"서울특별시","여자","30~34",109649,78765,27577,20636,1325,26288,2939,30884
"서울특별시","여자","35~39",59973,45301,14838,13652,809,14630,1372,14672
"서울특별시","여자","40~44",48562,39270,12492,13448,796,11457,1077,9292
"서울특별시","여자","45~49",37613,32039,10386,11951,642,8314,746,5574
"서울특별시","여자","50~54",40484,36426,12400,14096,766,8332,832,4058
"서울특별시","여자","55~59",39436,36876,13358,13800,896,8110,712,2560
"서울특별시","여자","60~64",55106,52724,18166,21252,1374,11061,871,2382
"서울특별시","여자","65~69",62265,60221,19814,26325,1649,11511,922,2044
"서울특별시","여자","70~74",51448,50095,15910,22602,1522,9436,625,1353
"서울특별시","여자","75~79",47621,46486,14744,21271,1402,8471,598,1135
"서울특별시","여자","80~84",39820,38969,12923,17802,1072,6738,434,851
"서울특별시","여자","85세 이상",29117,28347,9530,13904,664,3966,283,770
"부산광역시","계","합계",532509,453609,151210,209050,9247,76545,7557,78900
"부산광역시","계","20세 미만",3386,2812,1495,411,15,749,142,574
"부산광역시","계","20~24",38614,28062,10662,5141,223,11093,943,10552
"부산광역시","계","25~29",55974,36732,9428,12625,506,13366,807,19242
"부산광역시","계","30~34",47227,33549,7601,16647,502,8204,595,13678
"부산광역시","계","35~39",29186,22662,5294,12698,363,3951,356,6524
"부산광역시","계","40~44",29902,24634,6424,13803,385,3581,441,5268
"부산광역시","계","45~49",27595,23492,6987,12388,389,3296,432,4103
"부산광역시","계","50~54",36185,31610,10518,15583,582,4384,543,4575
"부산광역시","계","55~59",38524,34884,12898,16158,692,4517,619,3640
"부산광역시","계","60~64",51376,47789,17764,22641,1000,5592,792,3587
"부산광역시","계","65~69",53910,51096,18709,24636,1222,5793,736,2814
"부산광역시","계","70~74",41628,39957,14452,19590,1118,4355,442,1671
